grid_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed,station_id,longitude,latitude,station_class
beijing_grid_263,2018-05-02 10:00:00,CLOUDY,22.0,992.2983,17.0,36.15,10.13,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 11:00:00,CLOUDY,22.0,992.8376,21.0,43.96,5.55,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 12:00:00,CLOUDY,20.0,993.4724,25.0,29.59,1.47,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,992.5535,28.0,311.42,2.52,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 14:00:00,PARTLY_CLOUDY_NIGHT,17.0,992.9668,29.0,311.04,5.85,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 15:00:00,CLEAR_NIGHT,18.0,993.3751,28.0,318.6,8.59,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 16:00:00,PARTLY_CLOUDY_NIGHT,14.0,992.935,25.0,350.39,10.32,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 17:00:00,PARTLY_CLOUDY_NIGHT,13.8,994.9802,27.0,342.79,9.0,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 18:00:00,CLEAR_NIGHT,13.6,995.4837,28.0,329.42,7.68,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 19:00:00,CLEAR_NIGHT,13.2,994.3212,28.0,317.17,7.46,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 20:00:00,CLEAR_NIGHT,13.1,994.5299,27.0,314.25,8.5,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 21:00:00,CLEAR_NIGHT,13.0,996.0268,26.0,321.19,10.22,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 22:00:00,CLEAR_DAY,12.0,996.9497,23.0,333.97,12.71,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_263,2018-05-02 23:00:00,CLEAR_DAY,14.0,997.6707,20.0,344.41,15.62,beibuxinqu_aq,116.2,40.1,urban
beijing_grid_264,2018-05-01 00:00:00,PARTLY_CLOUDY_DAY,19.0,991.3791,33.0,356.07,11.09,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 01:00:00,PARTLY_CLOUDY_DAY,19.0,995.9910000000001,28.0,14.8,11.99,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 02:00:00,HAZE,20.0,993.5064,25.0,27.25,13.15,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 03:00:00,PARTLY_CLOUDY_DAY,21.0,992.8401,24.0,36.96,13.94,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 04:00:00,PARTLY_CLOUDY_DAY,22.0,992.457,22.0,44.48,13.19,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 05:00:00,PARTLY_CLOUDY_DAY,23.0,990.6969,22.0,52.42,12.88,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,23.0,991.3223,22.0,57.79,12.24,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,23.0,994.7146,24.0,55.96,11.12,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 08:00:00,RAIN,21.0,986.5183,27.0,49.0,8.65,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 09:00:00,RAIN,20.0,987.1332,30.0,36.74,7.65,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 10:00:00,RAIN,19.0,987.3051,41.0,29.14,4.18,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 11:00:00,RAIN,18.0,994.0407,42.0,47.34,3.77,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 12:00:00,CLOUDY,16.0,997.2242,45.0,74.89,3.52,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 13:00:00,CLOUDY,16.0,997.7375,48.0,95.97,1.89,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 14:00:00,CLOUDY,16.0,997.334,51.0,227.7,0.98,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 15:00:00,CLOUDY,15.0,990.4144,54.0,275.58,2.9,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 16:00:00,CLOUDY,14.5,994.6489999999999,60.0,277.58,2.37,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 17:00:00,CLOUDY,14.2,994.7345,58.0,308.8,4.82,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 18:00:00,CLOUDY,13.6,994.8256,55.0,320.42,7.4,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 19:00:00,CLOUDY,13.4,990.2206,53.0,324.41,8.93,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 20:00:00,PARTLY_CLOUDY_NIGHT,14.3,994.3446,50.0,327.61,9.87,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 21:00:00,PARTLY_CLOUDY_NIGHT,13.0,995.4254,46.0,328.0,9.82,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 22:00:00,CLOUDY,14.0,995.8656,37.0,330.75,9.14,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-01 23:00:00,PARTLY_CLOUDY_DAY,15.0,999.7933,30.0,332.39,8.25,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 00:00:00,PARTLY_CLOUDY_DAY,18.0,996.6279,25.0,332.61,7.77,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,996.5831,21.0,338.06,8.52,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 02:00:00,CLEAR_DAY,21.0,996.2615,17.0,340.42,9.84,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 03:00:00,CLEAR_DAY,22.0,998.6141,15.0,337.11,10.6,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 04:00:00,CLEAR_DAY,22.0,998.2538,13.0,331.34,10.54,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 05:00:00,CLEAR_DAY,23.0,992.7235,13.0,321.69,11.24,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 06:00:00,PARTLY_CLOUDY_DAY,24.0,988.6347,13.0,327.05,11.81,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 07:00:00,PARTLY_CLOUDY_DAY,25.0,995.9683,13.0,347.44,10.67,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 08:00:00,PARTLY_CLOUDY_DAY,23.0,991.9312,14.0,6.56,12.39,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 09:00:00,CLOUDY,23.0,986.8306,16.0,13.59,12.81,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 10:00:00,CLOUDY,22.0,991.544,18.0,38.33,10.35,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 11:00:00,CLOUDY,22.0,991.9912,23.0,39.42,4.66,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 12:00:00,CLOUDY,20.0,993.9162,26.0,324.36,1.08,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,988.4529,29.0,297.38,3.91,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 14:00:00,PARTLY_CLOUDY_NIGHT,17.0,990.2856,30.0,313.71,7.05,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 15:00:00,CLEAR_NIGHT,18.0,992.5079,29.0,326.46,9.91,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 16:00:00,CLEAR_NIGHT,14.0,993.6063,26.0,348.01,10.76,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 17:00:00,CLEAR_NIGHT,13.8,994.1401,28.0,339.44,9.86,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 18:00:00,CLEAR_NIGHT,13.6,994.893,29.0,327.03,8.83,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 19:00:00,CLEAR_NIGHT,13.2,994.6972,29.0,316.92,8.74,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 20:00:00,CLEAR_NIGHT,13.1,990.184,29.0,312.72,9.81,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 21:00:00,CLEAR_NIGHT,13.0,994.092,27.0,319.34,10.7,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 22:00:00,CLEAR_DAY,12.0,996.0991,24.0,331.11,12.74,pingchang_aq,116.2,40.2,suburban
beijing_grid_264,2018-05-02 23:00:00,CLEAR_DAY,14.0,996.8215,21.0,340.79,15.22,pingchang_aq,116.2,40.2,suburban
beijing_grid_265,2018-05-01 00:00:00,PARTLY_CLOUDY_DAY,19.0,975.4896,34.0,349.99,11.18,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 01:00:00,PARTLY_CLOUDY_DAY,19.0,975.8757,29.0,4.25,11.52,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 02:00:00,PARTLY_CLOUDY_DAY,20.0,976.0999,27.0,19.69,12.26,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 03:00:00,PARTLY_CLOUDY_DAY,21.0,976.1098,25.0,31.63,12.73,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 04:00:00,PARTLY_CLOUDY_DAY,22.0,975.0478,23.0,39.3,11.4,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 05:00:00,PARTLY_CLOUDY_DAY,23.0,974.7864,23.0,50.99,11.13,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,23.0,974.6389,24.0,58.39,10.59,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,23.0,974.6731,27.0,58.76,9.53,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 08:00:00,RAIN,21.0,983.8723,29.0,49.17,8.84,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 09:00:00,RAIN,20.0,975.1838,35.0,36.88,7.76,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 10:00:00,RAIN,19.0,976.1842,44.0,28.23,4.36,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 11:00:00,RAIN,18.0,976.5306,47.0,31.27,4.28,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 12:00:00,CLOUDY,16.0,976.9177,50.0,33.84,3.74,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 13:00:00,CLOUDY,16.0,977.3937,53.0,22.74,2.31,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 14:00:00,CLOUDY,16.0,977.863,56.0,324.4,1.59,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 15:00:00,CLOUDY,15.0,978.1936,57.0,296.59,2.98,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 16:00:00,CLOUDY,14.5,977.6931,64.0,302.77,2.51,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 17:00:00,CLOUDY,14.2,977.8075,62.0,315.65,5.1,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 18:00:00,CLOUDY,13.6,977.9252,59.0,322.27,7.56,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 19:00:00,CLOUDY,13.4,978.0674,56.0,326.09,9.14,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 20:00:00,PARTLY_CLOUDY_NIGHT,14.3,978.2539,53.0,327.97,9.76,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 21:00:00,PARTLY_CLOUDY_NIGHT,13.0,978.5039999999999,49.0,327.26,9.56,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 22:00:00,CLOUDY,14.0,978.9456,41.0,326.68,8.8,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-01 23:00:00,PARTLY_CLOUDY_DAY,16.0,979.3677,34.0,324.21,7.94,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 00:00:00,PARTLY_CLOUDY_DAY,18.0,979.62,28.0,325.89,7.8,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,979.5752,23.0,332.9,8.91,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 02:00:00,CLEAR_DAY,21.0,979.2698,19.0,337.16,10.71,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 03:00:00,CLEAR_DAY,22.0,978.7812,17.0,334.35,12.08,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 04:00:00,CLEAR_DAY,22.0,977.8869,15.0,328.25,12.28,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 05:00:00,CLEAR_DAY,23.0,977.1963,15.0,320.41,12.44,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 06:00:00,PARTLY_CLOUDY_DAY,24.0,976.4894,15.0,321.09,12.03,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 07:00:00,PARTLY_CLOUDY_DAY,25.0,975.8036,15.0,337.03,11.37,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 08:00:00,PARTLY_CLOUDY_DAY,23.0,975.2282,15.0,358.25,11.61,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 09:00:00,CLOUDY,23.0,974.8658,18.0,11.64,11.18,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 10:00:00,CLOUDY,22.0,974.8467,21.0,31.24,9.44,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 11:00:00,CLOUDY,22.0,975.2445,26.0,22.09,4.31,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 12:00:00,CLOUDY,20.0,975.7831,30.0,308.51,2.58,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,976.321,32.0,302.55,5.0,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 14:00:00,PARTLY_CLOUDY_NIGHT,17.0,976.8301,32.0,319.19,7.73,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 15:00:00,CLEAR_NIGHT,18.0,977.3105,32.0,330.1,10.29,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 16:00:00,PARTLY_CLOUDY_NIGHT,14.0,976.8303,29.0,344.12,10.78,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 17:00:00,PARTLY_CLOUDY_NIGHT,13.8,977.3177,30.0,336.1,10.19,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 18:00:00,CLEAR_NIGHT,13.6,977.7384,32.0,324.66,9.48,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 19:00:00,CLEAR_NIGHT,13.2,977.9967,32.0,315.55,9.37,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 20:00:00,CLEAR_NIGHT,13.1,978.2075,31.0,312.78,9.8,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 21:00:00,CLEAR_NIGHT,13.0,978.5386,29.0,317.55,10.77,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 22:00:00,CLEAR_DAY,12.0,979.1499,27.0,328.65,12.77,dingling_aq,116.2,40.3,other
beijing_grid_265,2018-05-02 23:00:00,CLEAR_DAY,14.0,979.8331,23.0,338.4,15.29,dingling_aq,116.2,40.3,other
beijing_grid_278,2018-05-01 00:00:00,CLOUDY,19.0,1010.8619,42.0,38.05,15.25,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 01:00:00,CLOUDY,21.0,1011.3461,38.0,42.36,19.14,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 02:00:00,HAZE,22.0,1011.4730000000001,31.0,41.8,22.74,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 03:00:00,CLOUDY,22.0,1011.3911,26.0,40.69,25.58,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 04:00:00,HAZE,23.0,1010.3409,20.0,44.74,24.77,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 05:00:00,HAZE,22.0,1009.943,20.0,48.93,23.67,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,23.0,1009.865,23.0,49.03,20.53,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,23.0,1010.1458,28.0,37.74,15.26,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 08:00:00,RAIN,21.0,1010.8274,34.0,12.04,11.33,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 09:00:00,RAIN,17.0,1011.3643,40.0,338.44,9.85,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 10:00:00,RAIN,16.0,1012.44,56.0,22.07,7.07,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 11:00:00,RAIN,14.0,1012.8448,62.0,81.34,9.28,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 12:00:00,CLOUDY,14.0,1013.3213,65.0,98.23,13.72,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 13:00:00,CLOUDY,14.0,1013.7085,66.0,97.57,11.13,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 14:00:00,CLOUDY,14.0,1014.1836,66.0,75.64,4.97,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 15:00:00,CLOUDY,14.0,1014.5069,65.0,334.75,4.1,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 16:00:00,PARTLY_CLOUDY_NIGHT,12.0,1014.1911,72.0,290.01,4.63,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 17:00:00,PARTLY_CLOUDY_NIGHT,11.4,1014.1865,74.0,290.98,6.65,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 18:00:00,PARTLY_CLOUDY_NIGHT,11.3,1014.1423,75.0,291.48,7.53,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 19:00:00,PARTLY_CLOUDY_NIGHT,11.2,1014.1134,76.0,291.78,8.03,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 20:00:00,CLOUDY,12.3,1014.1573,74.0,297.4,8.17,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 21:00:00,CLOUDY,11.0,1014.3319,68.0,315.45,8.32,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 22:00:00,CLOUDY,11.0,1014.6632,48.0,358.34,13.0,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-01 23:00:00,CLOUDY,13.0,1015.2114,37.0,9.01,16.61,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 00:00:00,CLOUDY,17.0,1015.666,28.0,13.11,18.84,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.8607,22.0,11.96,18.49,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 02:00:00,PARTLY_CLOUDY_DAY,20.0,1015.7286,18.0,7.37,16.64,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 03:00:00,CLEAR_DAY,21.0,1015.4065,16.0,1.59,15.37,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 04:00:00,CLEAR_DAY,22.0,1014.493,14.0,357.48,15.81,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 05:00:00,CLEAR_DAY,23.0,1013.8338,14.0,356.01,15.1,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 06:00:00,PARTLY_CLOUDY_DAY,23.0,1013.0621,13.0,345.74,11.87,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 07:00:00,PARTLY_CLOUDY_DAY,24.0,1012.2117,13.0,299.77,8.2,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 08:00:00,PARTLY_CLOUDY_DAY,22.0,1011.4830000000001,14.0,251.51,11.6,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 09:00:00,CLOUDY,23.0,1011.07,17.0,237.18,12.94,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 10:00:00,PARTLY_CLOUDY_DAY,21.0,1010.9119999999999,20.0,229.74,14.38,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 11:00:00,PARTLY_CLOUDY_DAY,20.0,1011.5272,25.0,273.71,4.12,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 12:00:00,PARTLY_CLOUDY_NIGHT,20.0,1012.1627,29.0,4.75,8.31,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 13:00:00,PARTLY_CLOUDY_NIGHT,19.0,1012.4922,30.0,0.1,9.81,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 14:00:00,PARTLY_CLOUDY_NIGHT,17.0,1012.7353,31.0,338.03,8.19,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 15:00:00,PARTLY_CLOUDY_NIGHT,18.0,1012.9449,30.0,316.15,7.35,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 16:00:00,PARTLY_CLOUDY_NIGHT,10.2,1012.5654,32.0,295.52,9.15,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 17:00:00,PARTLY_CLOUDY_NIGHT,10.1,1013.3371,33.0,8.48,5.51,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 18:00:00,PARTLY_CLOUDY_NIGHT,10.0,1013.9967,36.0,51.32,9.87,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 19:00:00,CLEAR_NIGHT,10.0,1014.3665,39.0,57.41,9.64,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 20:00:00,CLEAR_NIGHT,10.0,1014.5964,41.0,48.0,6.38,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 21:00:00,CLEAR_NIGHT,11.4,1014.8226,39.0,7.14,5.83,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 22:00:00,CLEAR_DAY,15.0,1015.3767,33.0,358.8,11.97,yufa_aq,116.3,39.5,other
beijing_grid_278,2018-05-02 23:00:00,CLEAR_DAY,15.0,1016.0664,25.0,2.92,19.78,yufa_aq,116.3,39.5,other
beijing_grid_282,2018-05-01 00:00:00,CLOUDY,19.0,1006.7812,35.0,19.24,13.3,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 00:00:00,CLOUDY,19.0,1006.7812,35.0,19.24,13.3,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 01:00:00,CLOUDY,21.0,1007.2434,31.0,29.36,15.81,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 01:00:00,CLOUDY,21.0,1007.2434,31.0,29.36,15.81,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 02:00:00,HAZE,22.0,1007.3315,26.0,34.25,17.71,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 02:00:00,HAZE,22.0,1007.3315,26.0,34.25,17.71,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 03:00:00,HAZE,22.0,1007.6426,23.0,37.8,19.48,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 03:00:00,HAZE,22.0,1007.6426,23.0,37.8,19.48,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 04:00:00,HAZE,24.0,1007.0331,20.0,41.21,19.64,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 04:00:00,HAZE,24.0,1007.0331,20.0,41.21,19.64,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 05:00:00,HAZE,24.0,1006.3388,19.0,43.71,19.22,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 05:00:00,HAZE,24.0,1006.3388,19.0,43.71,19.22,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,24.0,1006.7687,21.0,42.63,17.11,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,24.0,1006.7687,21.0,42.63,17.11,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,22.0,1005.8528,22.0,41.87,12.85,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,22.0,1005.8528,22.0,41.87,12.85,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 08:00:00,RAIN,21.0,1006.65,24.0,36.82,8.42,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 08:00:00,RAIN,21.0,1006.65,24.0,36.82,8.42,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 09:00:00,RAIN,20.0,1006.4537,27.0,36.17,4.93,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 09:00:00,RAIN,20.0,1006.4537,27.0,36.17,4.93,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 10:00:00,CLOUDY,20.0,1007.9672,41.0,65.41,3.15,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 10:00:00,CLOUDY,20.0,1007.9672,41.0,65.41,3.15,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 11:00:00,RAIN,17.0,1008.3596,46.0,108.33,6.65,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 11:00:00,RAIN,17.0,1008.3596,46.0,108.33,6.65,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 12:00:00,RAIN,16.0,1008.9885,49.0,120.62,8.86,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 12:00:00,RAIN,16.0,1008.9885,49.0,120.62,8.86,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 13:00:00,CLOUDY,15.0,1009.9034,52.0,131.94,6.87,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 13:00:00,CLOUDY,15.0,1009.9034,52.0,131.94,6.87,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 14:00:00,CLOUDY,15.0,1009.9358,53.0,168.76,2.61,fengtaihuayuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 14:00:00,CLOUDY,15.0,1009.9358,53.0,168.76,2.61,guanyuan_aq,116.3,39.9,urban
beijing_grid_282,2018-05-01 15:00:00,CLOUDY,15.0,1010.6184,53.0,268.59,4.07,fengtaihuayuan_aq,116.3,39.9,urban
